City,Colors Reported,Shape Reported,State,Time
Tomah,,OTHER,WI,8/5/1999 23:20
Orem,,TRIANGLE,UT,8/6/1999 1:30
Grayling,,DISK,MI,8/6/1999 2:00
Tooele,,LIGHT,UT,8/6/1999 4:00
Newport Beach,,DIAMOND,CA,8/6/1999 16:00
Manhattan Beach,,OTHER,CA,8/6/1999 20:45
Eureka,ORANGE,CIRCLE,CA,8/6/1999 22:30
Fittstown,,,OK,8/6/1999 23:00
Titusville,,,FL,8/7/1999 2:00
Santa Nella,,DISK,CA,8/7/1999 3:00
Westminster,,DIAMOND,CA,8/7/1999 10:35
New York City,,TRIANGLE,NY,8/7/1999 17:00
Pampa,,LIGHT,TX,8/7/1999 20:30
Payson,,DISK,AZ,8/7/1999 21:00
Prescott Valley,ORANGE,LIGHT,AZ,8/7/1999 23:45
Long Valley,GREEN,DISK,NJ,8/8/1999 10:30
New York City,,OVAL,NY,8/8/1999 13:00
New Brighton,,CIRCLE,PA,8/8/1999 20:00
Reidsville,,TRIANGLE,NC,8/8/1999 22:15
Denver,,,CO,8/8/1999 22:30
Villa Rica,,OTHER,GA,8/9/1999 18:00
Phillipsburg,,,NJ,8/9/1999 20:00
Yosemite National Park,,OTHER,CA,8/9/1999 20:00
Yakima,,FIREBALL,WA,8/9/1999 20:18
King of Prussia,,CROSS,PA,8/9/1999 22:00
Columbus,,FLASH,OH,8/9/1999 22:30
Conway,,TRIANGLE,AR,8/10/1999 1:00
Napa,,OTHER,CA,8/10/1999 1:00
Gwinnett,ORANGE GREEN BLUE,LIGHT,GA,8/10/1999 2:00
Tillamook,,CYLINDER,OR,8/10/1999 2:00
Portland,,LIGHT,OR,8/10/1999 11:00
Jericho,,,VT,8/10/1999 21:00
Denver,,OTHER,CO,8/10/1999 22:30
Munising,,EGG,MI,8/10/1999 22:30
Westland,,LIGHT,MI,8/10/1999 22:30
Sellersburg,,LIGHT,IN,8/11/1999 5:25
Ettersburg,,RECTANGLE,CA,8/11/1999 16:00
Hwy. 90,,TRIANGLE,SD,8/11/1999 17:30
Cortez,,LIGHT,CO,8/11/1999 21:45
Ketchikan,,CIRCLE,AK,8/11/1999 23:07
Gold Canyon,,FORMATION,AZ,8/12/1999 2:30
Long Beach,ORANGE,DISK,CA,8/12/1999 3:25
Herminie,ORANGE,FORMATION,PA,8/12/1999 3:30
Highlands Ranch,,FORMATION,CO,8/12/1999 3:30
North Wilkesboro,,TRIANGLE,NC,8/12/1999 3:30
Apex,,TRIANGLE,NC,8/12/1999 3:58
Fort Wayne,,TEARDROP,IN,8/12/1999 9:30
Flagstaff,ORANGE,LIGHT,AZ,8/12/1999 10:00
Chesapeake Bay,,DISK,MD,8/12/1999 16:00
Elizibethtown,,CIRCLE,IL,8/12/1999 21:00
Marietta,,FIREBALL,OH,8/12/1999 21:00
Fresno,,,CA,8/12/1999 21:25
Milwaukee,,TEARDROP,WI,8/12/1999 22:00
Myrtle Creek,,CIRCLE,OR,8/12/1999 22:00
North South Padre Island,,,TX,8/12/1999 22:00
Bloominggrove,,,NY,8/12/1999 22:30
Strausburg,,TRIANGLE,OH,8/12/1999 23:00
Woodland,,,CA,8/12/1999 23:30
Put-in Bay,,SPHERE,OH,8/12/1999 23:45
Winchester,,LIGHT,VA,8/13/1999 0:00
Westby,,TRIANGLE,WI,8/13/1999 3:58
Casa Grande,,TRIANGLE,AZ,8/13/1999 11:00
Mesa,GREEN,OTHER,DE,8/13/1999 20:46
Cheyenne,RED ORANGE,TRIANGLE,WY,8/13/1999 21:50
Monticello,GREEN,FIREBALL,IA,8/13/1999 22:15
Casa Grande,,TRIANGLE,AZ,8/13/1999 23:00
Vancouver,GREEN,CIRCLE,WA,8/13/1999 23:00
Vancouver,GREEN,OVAL,WA,8/13/1999 23:00
Paw Paw,,,IL,8/13/1999 23:30
Salt Lake City,,TRIANGLE,UT,8/14/1999 3:46
Turnagain Pass,,FLASH,AK,8/14/1999 4:00
Columbus,,CIRCLE,OH,8/14/1999 12:00
Peoria,,OTHER,IL,8/14/1999 12:00
Destin,,TRIANGLE,FL,8/14/1999 19:30
Milwaukee,,LIGHT,WI,8/14/1999 20:50
Richland,,LIGHT,WA,8/14/1999 22:00
Fort Worth,,CIRCLE,TX,8/14/1999 22:07
Fort Worth,,CIRCLE,TX,8/14/1999 22:07
East Lynne,,DISK,MO,8/14/1999 22:30
Grandville,YELLOW,,MI,8/14/1999 23:00
Trout Lake,ORANGE,LIGHT,WA,8/14/1999 23:00
Plano,,,TX,8/15/1999 0:00
Parkersburg,,CYLINDER,WV,8/15/1999 1:00
Talco,,LIGHT,TX,8/15/1999 2:00
Boulder,,OTHER,CO,8/15/1999 13:00
Seattle,,,WA,8/15/1999 13:00
Valparaiso,,DISK,IN,8/15/1999 13:00
Lake Saint Louis,,DIAMOND,MO,8/15/1999 13:30
Greencreek,,CIGAR,ID,8/15/1999 14:00
Eleanor,,CIGAR,WV,8/15/1999 16:00
Lancaster,RED,FIREBALL,CA,8/15/1999 16:30
Boulder,,LIGHT,CO,8/15/1999 17:30
McCrory,,TRIANGLE,AR,8/15/1999 18:00
Vancouver,,,WA,8/15/1999 18:50
Glendale,,FORMATION,CA,8/15/1999 19:15
Bath,,VARIOUS,ME,8/15/1999 20:30
Gila Bend,ORANGE,FIREBALL,AZ,8/15/1999 20:30
Fayetteville,,LIGHT,NC,8/15/1999 21:00
Gaylesville,GREEN,,AL,8/15/1999 21:00
Hobe Sound,,CIRCLE,FL,8/15/1999 21:00
Huntington Beach,,CIRCLE,CA,8/15/1999 21:45
Little Falls,,LIGHT,MN,8/15/1999 22:00
Matteson,,LIGHT,IL,8/15/1999 22:00
Sedona,,FLASH,AZ,8/15/1999 22:22
Maury Island,,,WA,8/15/1999 22:23
Jenks,,LIGHT,OK,8/15/1999 22:30
Lake Powell,ORANGE,FIREBALL,UT,8/15/1999 22:30
Los Lunas,,,NM,8/15/1999 22:30
Socorro,,OTHER,NM,8/15/1999 22:30
Eureka,,FLASH,IL,8/15/1999 22:45
East Northport,ORANGE,FIREBALL,NY,8/15/1999 22:55
Montauk,,CIRCLE,NY,8/15/1999 23:00
Rio Rancho,,OTHER,NM,8/15/1999 23:00
Salem,,OTHER,OR,8/15/1999 23:00
Spokane,,LIGHT,WA,8/15/1999 23:00
Jemez Springs,,,NM,8/15/1999 23:10
Albany,,SPHERE,OR,8/15/1999 23:11
Dinosaur,BLUE,,CO,8/15/1999 23:15
See Report...,,,CO,8/15/1999 23:15
Albuquerque,,,NM,8/15/1999 23:18
Aztec,,LIGHT,NM,8/15/1999 23:18
Bosque,,,NM,8/15/1999 23:18
Denver,,FIREBALL,CO,8/15/1999 23:18
Gallup,BLUE,,NM,8/15/1999 23:18
Las Cruces,,FIREBALL,NM,8/15/1999 23:18
Rawlins,,FIREBALL,WY,8/15/1999 23:18
Tularosa,,FLASH,NM,8/15/1999 23:18
Salem,,OTHER,UT,8/15/1999 23:50
Janesville,,FLASH,WI,8/16/1999 1:45
Trapper Creek,,OVAL,AK,8/16/1999 2:45
Toledo,,LIGHT,OH,8/16/1999 4:00
Woonsocket,,,RI,8/16/1999 8:30
Langhorne,,OTHER,PA,8/16/1999 21:30
Navarre Beach,RED,FIREBALL,FL,8/16/1999 22:40
Bentonville,ORANGE,FIREBALL,IN,8/16/1999 22:45
Grand Marais,,SPHERE,MN,8/16/1999 23:00
Merritt Island Wildlife Refuge,,FIREBALL,FL,8/17/1999 2:30
Moses Lake,BLUE,VARIOUS,WA,8/17/1999 3:15
Portland,,OTHER,OR,8/17/1999 5:50
Las Vegas,,DISK,NV,8/17/1999 16:00
Phoenix,,DIAMOND,AZ,8/17/1999 19:30
Fairfield,,OTHER,CA,8/17/1999 21:00
Westfield,GREEN,CIRCLE,NJ,8/17/1999 21:00
Grand Rapids,RED,LIGHT,MI,8/17/1999 22:57
Marmora,,LIGHT,NJ,8/17/1999 23:34
Holden,,CIRCLE,MO,8/18/1999 0:10
Tollison,BLUE,FIREBALL,AZ,8/18/1999 1:30
Sun Cove,,TRIANGLE,WA,8/18/1999 3:14
Grove City,,OVAL,OH,8/18/1999 21:10
Center,,FIREBALL,TX,8/19/1999 4:00
Columbia,,SPHERE,MO,8/19/1999 11:30
Wilmington,,TRIANGLE,NC,8/19/1999 15:45
LaVergne,,SPHERE,TN,8/19/1999 19:45
Great Falls,,OVAL,MT,8/19/1999 20:00
Tukwila,,SPHERE,WA,8/19/1999 21:15
Vallejo,,VARIOUS,CA,8/19/1999 22:00
Barstow,,VARIOUS,CA,8/20/1999 1:00
Fort Smith,,CIRCLE,AR,8/20/1999 5:45
Spokane,,SPHERE,WA,8/20/1999 14:00
Crisp Point,,FORMATION,MI,8/20/1999 16:30
Grove City,,LIGHT,PA,8/20/1999 21:00
Granville,,DISK,OH,8/20/1999 21:30
Akron,,LIGHT,MI,8/20/1999 22:00
Minneapolis,,SPHERE,MN,8/20/1999 23:00
White City,,CIRCLE,OR,8/20/1999 23:30
Renton,ORANGE,CIGAR,WA,8/21/1999 2:00
Lake Whitney,,TRIANGLE,TX,8/21/1999 3:00
Renton,,,WA,8/21/1999 15:15
Snoqualmie Pass,,RECTANGLE,WA,8/21/1999 20:20
Charlestown,,CIRCLE,IN,8/21/1999 21:40
Colusa,,OVAL,CA,8/21/1999 23:00
Easton,,RECTANGLE,MD,8/22/1999 0:30
Oak Harbor,RED,LIGHT,WA,8/22/1999 1:00
Syracuse,,OTHER,NY,8/22/1999 6:00
Chicago,,OTHER,IL,8/22/1999 11:55
Rocky Mount,,CIRCLE,NC,8/22/1999 13:30
Dallas,,CIRCLE,TX,8/22/1999 19:30
Lahaina,RED GREEN,SPHERE,HI,8/22/1999 20:00
Redmond,,FIREBALL,OR,8/22/1999 21:15
Cave Juntion,,CIGAR,OR,8/22/1999 21:30
Hwy 199,,FIREBALL,CA,8/22/1999 22:00
Two Rivers,,FIREBALL,WI,8/22/1999 23:00
Portland,ORANGE,TRIANGLE,ME,8/22/1999 23:30
Wilmington,,DISK,NC,8/23/1999 2:30
Steelville,,SPHERE,MO,8/23/1999 12:00
Ozark,,DISK,MO,8/23/1999 14:15
Milford,,CIGAR,CT,8/23/1999 14:40
Anaheim,,RECTANGLE,CA,8/23/1999 16:00
Reno,,CIRCLE,NV,8/24/1999 1:03
Sandy,,TRIANGLE,UT,8/24/1999 9:05
Merced,RED,VARIOUS,CA,8/24/1999 9:10
Boonville,,OTHER,MO,8/24/1999 19:50
Ivanhoe,,LIGHT,CA,8/25/1999 0:00
Hot Springs,,,AR,8/25/1999 5:32
San Jose,GREEN BLUE,,CA,8/25/1999 9:00
Reseda,,SPHERE,CA,8/25/1999 15:30
El Dorado Hills,,FLASH,CA,8/25/1999 21:00
Santa Cruz,,SPHERE,CA,8/25/1999 21:30
Versailles,ORANGE,SPHERE,IN,8/25/1999 22:30
Grapevine,,LIGHT,CA,8/26/1999 0:00
Olympic National Park,,DISK,WA,8/26/1999 15:00
Great Falls,,LIGHT,MT,8/26/1999 21:20
Port Angeles,YELLOW BLUE,FIREBALL,WA,8/27/1999 0:15
Auburn,,CIRCLE,WA,8/27/1999 5:30
Newburgh,,TRIANGLE,NY,8/27/1999 19:00
Southfield,,LIGHT,MI,8/27/1999 20:58
Southfield,,LIGHT,MI,8/27/1999 20:58
Brier,BLUE,CHEVRON,WA,8/27/1999 22:30
San Diego,ORANGE,CIRCLE,CA,8/28/1999 2:00
Burbank,,,CA,8/28/1999 5:31
New York City,,SPHERE,NY,8/28/1999 11:45
Albuquerque,,,NM,8/28/1999 18:00
Wichita,,CIGAR,KS,8/28/1999 20:00
Granada Hills,,FLASH,CA,8/28/1999 20:40
New York City,,CIRCLE,NY,8/28/1999 22:00
Chicago,,CIRCLE,IL,8/28/1999 22:10
Oshkosh,,SPHERE,WI,8/29/1999 15:00
Temple City,,LIGHT,CA,8/29/1999 20:35
Temple City,RED,LIGHT,CA,8/29/1999 20:35
Bloomington,,TRIANGLE,MN,8/29/1999 22:00
Manitowoc Rapids,,FIREBALL,WI,8/29/1999 22:15
Raquette Lake,,LIGHT,NY,8/30/1999 22:30
"Raquette Lake, adirondack mts.",,LIGHT,NY,8/30/1999 22:30
Lumberport,,LIGHT,WV,8/31/1999 1:00
Elko,,LIGHT,NV,8/31/1999 20:30
Elko,,LIGHT,NV,8/31/1999 20:30
Madison,,CIRCLE,NC,8/31/1999 21:10
Coral Gables,RED ORANGE,CIRCLE,FL,8/31/1999 21:30
Havana,,FIREBALL,IL,8/31/1999 22:45
Hunter,,TRIANGLE,NY,8/31/1999 23:00
Matthews,,CHEVRON,NC,8/31/1999 23:30
Batesville,,,TX,9/1/1999 0:00
Junction City,RED,TRIANGLE,OH,9/1/1999 0:00
Willsboro,,CIRCLE,NY,9/1/1999 0:00
Santa Cruz,,,CA,9/1/1999 1:00
Tinley Park,RED BLUE,TRIANGLE,IL,9/1/1999 1:00
Bothell,,FORMATION,WA,9/1/1999 1:15
Wadsworth,ORANGE,LIGHT,OH,9/1/1999 4:30
Lincolnton,,VARIOUS,NC,9/1/1999 6:00
Stockton,,FORMATION,CA,9/1/1999 6:30
Cleveland,,LIGHT,OH,9/1/1999 12:45
Chicago,,CIGAR,IL,9/1/1999 15:00
Stuttgart,,CIGAR,AR,9/1/1999 16:00
Flagstaff,,OVAL,AZ,9/1/1999 17:00
Bicknell,,LIGHT,IN,9/1/1999 19:00
Lakewood,,RECTANGLE,CO,9/1/1999 19:40
Mexico,,,MO,9/1/1999 19:40
Vallejo,,,CA,9/1/1999 19:40
Gold Beach,,FIREBALL,OR,9/1/1999 20:30
Suisun,,FORMATION,CA,9/1/1999 20:30
Coon Rapids,,TRIANGLE,MN,9/1/1999 21:00
Kapaa,,TRIANGLE,HI,9/1/1999 21:00
Medford,ORANGE,VARIOUS,OR,9/1/1999 21:00
Mica Mountain,,LIGHT,WA,9/1/1999 21:00
Paola,,CIGAR,KS,9/1/1999 21:00
Portland,,,OR,9/1/1999 21:00
Sunriver,,FIREBALL,OR,9/1/1999 21:00
Portland,,OTHER,OR,9/1/1999 21:10
Fairfield,,TRIANGLE,CA,9/1/1999 21:13
Coos Bay,,OTHER,OR,9/1/1999 21:25
Florence,,FIREBALL,OR,9/1/1999 21:25
Alturas,,,CA,9/1/1999 21:30
Alturas,,FORMATION,CA,9/1/1999 21:30
Auburn,,FIREBALL,CA,9/1/1999 21:30
Auburn,,FIREBALL,CA,9/1/1999 21:30
Beaverton,,,OR,9/1/1999 21:30
Black Rock City,,FIREBALL,NV,9/1/1999 21:30
Black Rock City,RED,FIREBALL,NV,9/1/1999 21:30
Chico,,FIREBALL,CA,9/1/1999 21:30
El Dorado Hills,,LIGHT,CA,9/1/1999 21:30
Eugene,RED,LIGHT,OR,9/1/1999 21:30
Lake Trinity,RED,FIREBALL,CA,9/1/1999 21:30
Marinwood,,TEARDROP,CA,9/1/1999 21:30
Northern California,,OTHER,CA,9/1/1999 21:30
Novato,,LIGHT,CA,9/1/1999 21:30
Portland,RED,,OR,9/1/1999 21:30
Reno,,FIREBALL,NV,9/1/1999 21:30
Saddleback Fire Lookout- Tahoe Natl. Forest- Downieville Dis,,,CA,9/1/1999 21:30
Vacaville,,TRIANGLE,CA,9/1/1999 21:30
Wilsonville,,LIGHT,OR,9/1/1999 21:30
Portland,,,OR,9/1/1999 21:35
Donner Summit,RED,LIGHT,CA,9/1/1999 21:40
Orland,,FIREBALL,CA,9/1/1999 21:40
Portland,,,OR,9/1/1999 21:40
Sacramento,,VARIOUS,CA,9/1/1999 21:40
Santa Barbara,ORANGE,CIGAR,CA,9/1/1999 21:45
Nenana,,LIGHT,AK,9/1/1999 22:00
Orwigsburg,,DIAMOND,PA,9/1/1999 22:00
Santa Barbara,ORANGE,CIGAR,CA,9/1/1999 22:30
Spokane,,TRIANGLE,WA,9/1/1999 22:30
Alaska,,LIGHT,AK,9/1/1999 23:00
Brier,,FORMATION,WA,9/1/1999 23:00
Chico,BLUE,OTHER,CA,9/1/1999 23:00
Everett,,,WA,9/1/1999 23:30
Huntington,,RECTANGLE,WV,9/1/1999 23:30
Independence,,OTHER,MO,9/1/1999 23:30
Lima,ORANGE,LIGHT,OH,9/1/1999 23:30
Murfreesboro,,FIREBALL,TN,9/1/1999 23:58
St. Louis,,,MO,9/2/1999 0:45
Los Angeles Airport,,OTHER,CA,9/2/1999 2:00
Dallas,,,TX,9/2/1999 3:15
Gold Beach,,LIGHT,OR,9/2/1999 3:30
New Orleans,,LIGHT,LA,9/2/1999 3:30
Vancouver,RED,SPHERE,WA,9/2/1999 13:00
Galva,,VARIOUS,IL,9/2/1999 20:00
Central Lake,,CYLINDER,MI,9/2/1999 20:30
Seward,,LIGHT,AK,9/2/1999 21:00
Seward,,LIGHT,AK,9/2/1999 21:00
Beckley,,OTHER,WV,9/3/1999 0:00
Savannah,,FIREBALL,GA,9/3/1999 1:30
Hackensack,,SPHERE,NJ,9/3/1999 4:45
New Smyrna Beach,,CIRCLE,FL,9/3/1999 10:30
San Jose,,OTHER,CA,9/3/1999 12:38
Salem,,CHEVRON,OR,9/3/1999 20:30
Tonasket,,LIGHT,WA,9/3/1999 21:00
Bloomington,,CYLINDER,IN,9/3/1999 21:20
Salinas,GREEN,LIGHT,CA,9/4/1999 0:30
Pittsburg,,OTHER,CA,9/4/1999 0:38
Santa Clara,,LIGHT,CA,9/4/1999 0:40
Indianapolis,BLUE,CYLINDER,IN,9/4/1999 8:40
Red Rock Canyon,RED,,NV,9/4/1999 11:00
Conway,,LIGHT,AR,9/4/1999 20:00
New York City,,TRIANGLE,NY,9/4/1999 20:00
Grand Rapids,BLUE,LIGHT,MI,9/4/1999 21:00
Richmond,ORANGE,TRIANGLE,IN,9/4/1999 21:24
Ridgefield,,LIGHT,WA,9/4/1999 21:30
Brighton,,FIREBALL,IA,9/4/1999 22:30
Nashville,,LIGHT,TN,9/4/1999 22:30
Summerville,,CIRCLE,SC,9/4/1999 22:30
Tonasket,,LIGHT,WA,9/4/1999 23:00
Redmond,,LIGHT,WA,9/5/1999 0:30
Sevierville,RED GREEN BLUE,CIRCLE,TN,9/5/1999 0:40
Grand View,,FORMATION,WI,9/5/1999 1:30
Hudson River,RED,CIRCLE,NY,9/5/1999 4:20
Placervile,GREEN,SPHERE,CA,9/5/1999 4:45
Durham,,RECTANGLE,NH,9/5/1999 6:15
Sutton,,DISK,WV,9/5/1999 6:30
Berkeley,,CIGAR,CA,9/5/1999 10:30
Hawkinsville,,DISK,GA,9/5/1999 13:33
Zumbrota,,CIRCLE,MN,9/5/1999 20:50
Tustin,,,WI,9/5/1999 21:30
Cedar City,,LIGHT,UT,9/5/1999 21:33
Wiley,,LIGHT,WA,9/5/1999 22:10
Brule,,FORMATION,WI,9/5/1999 22:30
Green Ridge St Forest,RED GREEN,LIGHT,MD,9/5/1999 22:30
Hanford,GREEN,FIREBALL,CA,9/5/1999 22:30
West Liberty,ORANGE GREEN,LIGHT,KY,9/5/1999 22:30
Baker,,OVAL,CA,9/6/1999 0:30
Minneapolis,BLUE,,MN,9/6/1999 0:40
Carrollton,YELLOW,FLASH,TX,9/6/1999 2:00
Columbia,,LIGHT,NH,9/6/1999 3:00
Kingman,,FIREBALL,AZ,9/6/1999 9:40
Frankfort,,CIGAR,IL,9/6/1999 19:15
DePere,,,WI,9/6/1999 20:00
Sulphur Springs,,LIGHT,TX,9/6/1999 20:17
Highland Park,,TRIANGLE,MI,9/6/1999 23:45
Central Florida,,,FL,9/7/1999 0:00
Traverse City,,,MI,9/7/1999 0:00
Austin,RED,DIAMOND,TX,9/7/1999 1:00
Salem,GREEN,OTHER,OR,9/7/1999 1:00
Witchita Falls,ORANGE,FIREBALL,TX,9/7/1999 2:00
Orlando Flrida,,FIREBALL,FL,9/7/1999 3:00
Madison,RED,LIGHT,WI,9/7/1999 3:35
Norman,RED,,OK,9/7/1999 3:55
Clarendon,ORANGE,,AR,9/7/1999 4:00
Charlotte Cty to Sarasota on Hwy. 75,,LIGHT,FL,9/7/1999 5:00
Manasota Key,,FIREBALL,FL,9/7/1999 5:00
Slidell,ORANGE GREEN BLUE,DISK,LA,9/7/1999 5:00
Tampa,,OTHER,FL,9/7/1999 5:00
South Miami,BLUE,FIREBALL,FL,9/7/1999 5:03
Tavares,,CIGAR,FL,9/7/1999 5:04
"Ocoee, FL but reported on radio as far south as Lake Wales,",,OTHER,FL,9/7/1999 5:05
"Poinciana,Lake Wales,Lake Helen,Kissimmee",,VARIOUS,FL,9/7/1999 5:05
St. Petersburg,,CIGAR,FL,9/7/1999 5:10
Gulfport,RED,SPHERE,MS,9/7/1999 5:40
Los Angeles,,OVAL,CA,9/7/1999 7:15
Gallatin,,CYLINDER,TN,9/7/1999 12:15
Elk Grove,,LIGHT,CA,9/7/1999 20:07
Rhinelander,RED GREEN,TEARDROP,WI,9/7/1999 21:18
Pierceton,,CONE,IN,9/7/1999 21:30
Sumner,,FORMATION,WA,9/7/1999 22:30
Salem,,OTHER,OR,9/7/1999 22:35
Lake Oswego,,LIGHT,OR,9/7/1999 22:37
Austin,RED BLUE,,TX,9/7/1999 23:00
Andover,GREEN,,MA,9/8/1999 1:30
French Village,,FIREBALL,MO,9/8/1999 12:00
Prairie View,,LIGHT,IL,9/8/1999 12:00
Desert Aire,YELLOW,OTHER,WA,9/8/1999 19:00
Alsea,,LIGHT,OR,9/8/1999 20:00
Redding Airport,,LIGHT,CA,9/8/1999 20:57
Alsea,,FORMATION,OR,9/8/1999 21:00
Denver,,LIGHT,CO,9/8/1999 21:10
Spokane,,FORMATION,WA,9/8/1999 21:45
Bellingham,,TRIANGLE,WA,9/8/1999 21:58
Albany,,TRIANGLE,OR,9/8/1999 22:00
Renton,,LIGHT,WA,9/9/1999 0:40
Mentor,,VARIOUS,OH,9/9/1999 2:00
Los Altos,,CIRCLE,CA,9/9/1999 5:00
Shasta,GREEN,FIREBALL,CA,9/9/1999 12:35
Marathon,,DISK,FL,9/9/1999 19:00
Bothell,GREEN,OTHER,WA,9/9/1999 22:00
Mount Shasta,,,CA,9/9/1999 22:00
Santa Cruz,,OTHER,CA,9/9/1999 22:00
Shasta,,DISK,CA,9/9/1999 22:00
Florence,,LIGHT,MT,9/10/1999 2:00
Vacaville,,FIREBALL,CA,9/10/1999 2:13
Brentwood,ORANGE,,TN,9/10/1999 3:15
Milwaukee,,TRIANGLE,WI,9/10/1999 5:00
Modesto,,FORMATION,CA,9/10/1999 12:35
Fair Oaks,,CYLINDER,CA,9/10/1999 13:35
Gardendale,,OTHER,AL,9/10/1999 14:05
Kansas City,,TEARDROP,KS,9/10/1999 19:43
Arlington,,OTHER,VA,9/10/1999 21:41
Bremerton,,TRIANGLE,WA,9/10/1999 22:00
Cotton,,TRIANGLE,MN,9/10/1999 22:00
Atlanta,,LIGHT,GA,9/10/1999 22:29
Houston,,SPHERE,TX,9/10/1999 22:30
Pollock Pines,,LIGHT,CA,9/10/1999 23:00
Fargo,,LIGHT,ND,9/11/1999 5:50
Pasadena,,DIAMOND,MD,9/11/1999 15:30
Puyallup,,LIGHT,WA,9/11/1999 16:08
Brownwood,,DISK,TX,9/11/1999 19:00
Casper,,TRIANGLE,WY,9/11/1999 20:00
Spokane,YELLOW GREEN,FIREBALL,WA,9/11/1999 20:00
Vernal,,CHEVRON,UT,9/11/1999 20:10
Spokane,GREEN,LIGHT,WA,9/11/1999 20:24
Spokane,,OTHER,WA,9/11/1999 20:25
Spokane,,VARIOUS,WA,9/11/1999 20:25
Clifton,,OVAL,NJ,9/11/1999 20:45
New Milford,,OVAL,NJ,9/11/1999 20:45
Paramus,,CIRCLE,NJ,9/11/1999 21:20
Boise,BLUE,TEARDROP,ID,9/11/1999 21:30
Bradley Beach,,LIGHT,NJ,9/11/1999 21:30
Fort Edward,,TRIANGLE,NY,9/11/1999 21:30
Kirkersville,,VARIOUS,OH,9/11/1999 21:57
Charlotte,,LIGHT,NC,9/11/1999 21:58
Cornelius,,LIGHT,OR,9/11/1999 22:00
Grand Rapids,,FLASH,MI,9/11/1999 22:00
Acton,GREEN,FIREBALL,CA,9/11/1999 22:16
Newark,,DISK,NJ,9/11/1999 22:45
Nantahala National Forest,,LIGHT,NC,9/11/1999 22:50
Jordon,,LIGHT,MN,9/11/1999 23:00
Roland Heights,,FIREBALL,CA,9/11/1999 23:00
Campbell,,LIGHT,CA,9/12/1999 1:15
Philadelphia,RED ORANGE YELLOW,CIRCLE,PA,9/12/1999 5:15
Darlington,,DISK,SC,9/12/1999 10:00
Navajo,,OVAL,AZ,9/12/1999 12:45
Union,,,NJ,9/12/1999 18:30
Idaho City,,LIGHT,ID,9/12/1999 20:00
Pagosa Springs,,CIGAR,CO,9/12/1999 20:55
Olympia,,LIGHT,WA,9/12/1999 21:10
Navarre Beach,ORANGE YELLOW,LIGHT,FL,9/12/1999 22:00
Ashland,,FIREBALL,OH,9/13/1999 1:01
Blanchardville,,OTHER,WI,9/13/1999 2:15
Claremont,,LIGHT,CA,9/13/1999 4:00
Selinsgrove,,,PA,9/13/1999 4:25
Newburyport,,OVAL,MA,9/13/1999 4:30
Mt Rainier,,LIGHT,WA,9/13/1999 11:00
Wilmington,,OTHER,MA,9/13/1999 11:30
Bellingham,ORANGE,OVAL,WA,9/13/1999 20:30
DePere,,CIRCLE,WI,9/13/1999 21:00
St. Joseph,,LIGHT,MI,9/13/1999 22:05
Tulsa,,FLASH,OK,9/13/1999 23:10
Laurel,ORANGE,CIRCLE,MD,9/14/1999 6:00
Federal Way,,CYLINDER,WA,9/14/1999 9:00
Federal Way,ORANGE,CYLINDER,WA,9/14/1999 16:30
Gresham,,VARIOUS,OR,9/14/1999 19:07
Center Moriches,,LIGHT,NY,9/14/1999 20:00
Bryan,,TRIANGLE,TX,9/14/1999 21:45
Vancouver,,DIAMOND,WA,9/14/1999 22:00
Mukilteo,GREEN,CIRCLE,WA,9/14/1999 22:29
Egg Harbor,,,WY,9/15/1999 0:00
"Dayton,Trotwood,West Carrollton",,TRIANGLE,OH,9/15/1999 0:10
Temecula,,SPHERE,CA,9/15/1999 1:30
Terre Haute,,TRIANGLE,IN,9/15/1999 5:00
Smithville,,LIGHT,TN,9/15/1999 7:00
Bath,,TRIANGLE,ME,9/15/1999 9:00
Minneapolis,,CIRCLE,MN,9/15/1999 18:50
Nampa,,,ID,9/15/1999 20:00
Pomona,,LIGHT,CA,9/15/1999 20:15
Rushville,,FIREBALL,IL,9/15/1999 20:50
Danville,,,VA,9/15/1999 21:00
Lebanon,,TRIANGLE,OH,9/15/1999 21:00
Rushville,ORANGE,LIGHT,IL,9/15/1999 21:05
Nampa,,TRIANGLE,ID,9/15/1999 21:36
Estacada,,VARIOUS,OR,9/15/1999 22:00
Plantation,,TRIANGLE,FL,9/15/1999 22:00
Santa Ana,,TRIANGLE,CA,9/15/1999 22:50
Columbia Falls,,DISK,MT,9/15/1999 23:00
Cedar Rapids,,,IA,9/15/1999 23:30
Secane,,,PA,9/15/1999 23:45
Elgin,,DISK,TX,9/16/1999 3:00
Menomonie,,CIRCLE,WI,9/16/1999 4:04
Menomonie,,EGG,WI,9/16/1999 4:05
Menomonie,,CIRCLE,WI,9/16/1999 22:00
Hinsdale,,OTHER,IL,9/17/1999 1:00
Western North Carolina Mountains,,FIREBALL,NC,9/17/1999 5:35
White Rock,,CIRCLE,SC,9/17/1999 6:10
Payson,,SPHERE,UT,9/17/1999 16:30
Honolulu,,CIRCLE,HI,9/17/1999 19:27
Boring,,CIRCLE,OR,9/17/1999 20:11
Anacoco,,DISK,LA,9/17/1999 20:50
Canby,RED,CIRCLE,OR,9/17/1999 21:05
Cheyenne,,,WY,9/17/1999 21:55
Hazelwood,,TRIANGLE,MO,9/17/1999 22:00
